id,part,source_file,source_locator,authority_sha256,observation,adverse_evidence,proposed_smallest_correction,status
SITES-076,p01,sites.tex,sites.tex:6508-6516,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The fibre-product subscript is written h_{u(V'), c'}^#, placing the morphism label c' inside the representable's object argument.","The preceding analogous factor is h_{u(V)}^#, c and lines 6515-6516 identify the pulled-back sheaf as h_{u(V')}^#; c' must label the arrow used in the fibre product, not alter u(V').","Replace the line-6513 subscript by h_{u(V')}^#, c', i.e. move the closing brace before the comma.",reported_to_cjk1_2026-08-22
SITES-077,p01,sites.tex,sites.tex:6563-6571,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The morphism phi_i:u(U_i')->V_{alpha(i)} in D is said to be over U'.","Both objects are over u(U') by lines 6563-6567; U' is an object of C and is not the base of these D-morphisms.","Replace 'over U'' by 'over u(U')' at line 6569.",reported_to_cjk1_2026-08-22
SITES-078,p01,sites.tex,sites.tex:6817-6825,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The indexing category of pairs (U',psi:u(U')->u(U)) is asserted to have final object (U,id).","Line 6820 explicitly allows psi not to lift as u(alpha); finality of (U,id) would require a unique such lift for every pair and would make the subsequent local existence/uniqueness argument unnecessary. The proof only uses the projection from the limit to this indexed component.","Replace 'has a final object, namely' by 'contains the object' (or 'has an object, namely') at lines 6821-6822.",reported_to_cjk1_2026-08-22
SITES-079,p01,sites.tex,sites.tex:9137-9144,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"A new sentence in the lemma begins with lowercase 'let'.","This is sentence-initial prose, not a continuation after punctuation.","Capitalize 'Let' at line 9140.",reported_to_cjk1_2026-08-22
SITES-080,p01,sites.tex,sites.tex:9220-9228,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The explanation starts with the fragment 'The first equality since f^{-1}=u_s'.","The clause lacks a finite verb.","Use 'The first equality holds since ...' at line 9224.",reported_to_cjk1_2026-08-22
SITES-081,p01,sites.tex,sites.tex:9344-9356,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"A pair is introduced as (I,>=,U_i,f_{ii'}), but condition (1) renames its transition maps g_{ii'}.","The refinement definition at lines 9268-9274 and the lemma statement at lines 9336-9337 use f_{ii'} for the refining system and g_{jj'} for the original system.","Replace g_{ii'} by f_{ii'} at line 9349.",reported_to_cjk1_2026-08-22
SITES-082,p01,sites.tex,sites.tex:9414-9419,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"Two sections s,s' are said to 'have distinct image' in a stalk.","The two sections have two images that must be distinct.","Replace 'distinct image' by 'distinct images' at line 9418.",reported_to_cjk1_2026-08-22
SITES-083,p01,sites.tex,sites.tex:9438-9448,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The coproduct of representable presheaves coproduct h_{U_i} is asserted to surject onto the final object of Sh(C).","The displayed objects must be sheaves; the same hypothesis is written with sheafifications coproduct h_{U_i}^# -> * at line 9170, and the later argument consistently uses h_U^# in Sh(C).","Replace h_{U_i} by h_{U_i}^# at line 9443.",reported_to_cjk1_2026-08-22
SITES-084,p01,sites.tex,sites.tex:7049-7055,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The imperative reads 'Denote g ... the equivalence'.","English syntax requires the named object to be introduced with 'by'.","Replace 'Denote g' by 'Denote by g' at line 7054.",reported_to_cjk1_2026-08-22
SITES-085,p01,sites.tex,sites.tex:10189-10196,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"A covering family is introduced as {V_j -> V}, but the defining union on the next line and the ensuing proof use V_i.","The index changes without definition; the construction consistently uses i after line 10191.","Replace V_j by V_i at line 10191 (or consistently rename the later index, with i the minimal correction).",reported_to_cjk1_2026-08-22
SITES-086,p01,sites.tex,sites.tex:9514-9533,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"Immediately after defining weakly contractible objects and enough weakly contractible objects, the pro-etale example says 'enough contractible objects'.","No stronger notion of contractible object is defined here; the contrast with line 9531 and the definition at lines 9518-9522 require 'weakly'.","Insert 'weakly' before 'contractible objects' at line 9533.",reported_to_cjk1_2026-08-22
SITES-087,p01,sites.tex,sites.tex:9837-9845,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"A single morphism alpha is introduced with the plural predicate 'be maps of sheaves'.","The displayed alpha is one map.","Replace 'be maps' by 'be a map' at line 9841.",reported_to_cjk1_2026-08-22
SITES-088,p01,sites.tex,sites.tex:9861-9869,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The site description reads 'of countable G-sets and H-sets and coverings countable families of jointly surjective maps'.","The clause lacks the words that identify which families are coverings.","Use 'of countable G-sets and H-sets, with coverings the countable families of jointly surjective maps' at lines 9864-9866.",reported_to_cjk1_2026-08-22
SITES-089,p01,sites.tex,sites.tex:9945-9950,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The proof says an axiom is 'applied the empty covering'.","The verb requires the preposition 'to'.","Replace by 'applied to the empty covering' at line 9949.",reported_to_cjk1_2026-08-22
SITES-090,p01,sites.tex,sites.tex:10011-10018,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The sentence ends 'is still a covering of' without naming the covered object.","Every arrow in the displayed family has target u(U), and the argument removes sheaf-theoretically empty members from the covering of u(U).","Insert 'u(U)' after 'covering of' at line 10015.",reported_to_cjk1_2026-08-22
SITES-091,p01,sites.tex,sites.tex:10039-10045,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The construction reads 'i maps to G_i by a diagram'.","The predicative phrase requires 'be', not 'by'.","Replace 'by a diagram' by 'be a diagram' at line 10042.",reported_to_cjk1_2026-08-22
SITES-092,p01,sites.tex,sites.tex:10046-10058,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The notation is defined as colim^{Psh} at line 10046 but changes to colim^{PSh} in the computation.","TeX is case-sensitive and the superscript denotes the same presheaf colimit throughout the calculation.","Replace PSh by Psh at line 10057.",reported_to_cjk1_2026-08-22
SITES-093,p01,sites.tex,sites.tex:10460-10466,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The quoted French SGA phrase contains English 'the': 'espece the structure algebrique'.","The grammatical French phrase is 'espece de structure algebrique'.","Replace 'the' by 'de' at line 10462.",reported_to_cjk1_2026-08-22
SITES-094,p01,sites.tex,sites.tex:10460-10466,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The quoted French phrase has singular agreement 'limites projectives finie'.","The adjective modifies the plural noun 'limites'.","Replace 'finie' by 'finies' at line 10463.",reported_to_cjk1_2026-08-22
SITES-095,p01,sites.tex,sites.tex:10549-10560,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The module-sheaf identity prints + composed with lambda_r times lambda_r' without grouping the product morphism.","The typed map is the composite of the diagonal (id,id), the product morphism lambda_r times lambda_r', and addition; parentheses are needed to make that factor explicit.","Write + composed with (lambda_r times lambda_r') composed with (id,id) at line 10558.",reported_to_cjk1_2026-08-22
SITES-096,p01,sites.tex,sites.tex:10549-10553,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The sentence begins 'An sheaf of R-modules'.","The noun begins with a consonant sound.","Replace 'An sheaf' by 'A sheaf' at line 10549.",reported_to_cjk1_2026-08-22
SITES-097,p01,sites.tex,sites.tex:10748-10773,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The horizontal-composition remark calls the displayed objects 'ringed topoi'.","The diagram and base-change construction use only morphisms of ordinary topoi and the unringed functors f_*, g^{-1}; no structure sheaves or ringed morphisms occur. The parallel vertical-composition remark at line 10735 says simply 'topoi'.","Replace 'ringed topoi' by 'topoi' at line 10761.",reported_to_cjk1_2026-08-22
SITES-098,p01,sites.tex,sites.tex:10620-10628,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"Typed arrows a,b:V->U are called objects of C.","The symbols a and b denote parallel morphisms between the objects V and U, as the following equalizer diagram confirms.","Replace 'be objects of C' by 'be morphisms of C' at line 10622.",reported_to_cjk1_2026-08-22
SITES-099,p01,sites.tex,sites.tex:10535-10546,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"A sheaf of monoids is specified by only the pair (F,multiplication) and 'suitable axiom'.","A unital monoid object also requires a unit morphism 1:*->F and associativity plus unit axioms; the immediately preceding group-object tuple explicitly includes 1.","Replace by 'a triple (F, multiplication, 1) with suitable axioms' at lines 10545-10546.",reported_to_cjk1_2026-08-22
SITES-100,p01,sites.tex,sites.tex:11497-11506,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The Categories lemma label is printed as bare braced text rather than invoked as a cross-reference.","All functioning Stacks cross-references use the ref control sequence; bare braces merely typeset the label key.","Insert the ref control sequence before {categories-lemma-functorial-colimit} at line 11503.",reported_to_cjk1_2026-08-22_and_emended_in_french_target
SITES-101,p01,sites.tex,sites.tex:11566-11599,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The local equality of representatives is concluded in Mor(S'', L F).","Lines 11570-11583 choose representatives S'->F and construct a covering S'' on which those representatives agree; the equivalence relation defining L F therefore requires equality in Mor(S'', F), not after mapping again to L F.","Replace L F by F in the codomain at line 11598.",reported_to_cjk1_2026-08-22
SITES-102,p01,sites.tex,sites.tex:11602-11611,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The proof places a morphism S->L F in Mor_C even though both S and L F are presheaves.","The surrounding construction and all analogous expressions use the presheaf category PSh(C); S is a covering sieve regarded as a presheaf.","Replace Mor_C by Mor_{PSh(C)} at line 11606.",reported_to_cjk1_2026-08-22
SITES-103,p01,sites.tex,sites.tex:11621-11628,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The prose and inline formula run together as 'choice$ V''.","A space is missing before the math delimiter.","Insert a space after 'choice' at line 11626.",reported_to_cjk1_2026-08-22
SITES-104,p01,sites.tex,sites.tex:11268-11274,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The sentence reads 'such that S the image of h_{U_i}->h_U is contained in S'.","The first S is a stray/incomplete construction; Definition 11247-11251 requires the sieve generated by the covering maps to be contained in S.","Replace lines 11272-11274 by 'such that the sieve generated by the maps h_{U_i}->h_U is contained in S'.",reported_to_cjk1_2026-08-22
SITES-105,p01,sites.tex,sites.tex:11274-11278,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"A morphism h_{U_{ij}}->h_{U_i} is said itself to be contained in a sieve.","Containment applies to the image/generated subsieve, not to the arrow as an object.","Insert 'the image of' before h_{U_{ij}}->h_{U_i} at line 11276.",reported_to_cjk1_2026-08-22
SITES-106,p01,sites.tex,sites.tex:11291-11296,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The adverb is split as 'In stead'.","The intended single-word adverb is 'Instead'.","Replace 'In stead' by 'Instead' at line 11293.",reported_to_cjk1_2026-08-22
SITES-107,p01,sites.tex,sites.tex:11297-11302,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The object T is placed in an undefined category U.","The entire construction takes place in the ambient site C, and line 11300 immediately treats T->U as a morphism there.","Replace mathcal U by mathcal C at line 11299.",reported_to_cjk1_2026-08-22
SITES-108,p01,sites.tex,sites.tex:11301-11306,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The second factorization indexed by i' is written alpha=f_i composed with alpha_{i'}'.","The codomain of alpha_{i'}' is U_{i'}, so typed composition requires the covering map f_{i'}:U_{i'}->U.","Replace f_i by f_{i'} at line 11304.",reported_to_cjk1_2026-08-22
SITES-109,p01,sites.tex,sites.tex:11358-11366,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The remark says to add families of morphisms to the category C.","The object being enlarged is the covering class Cov(C); adding families as objects of C is ill-typed and would change the category.","Replace 'add to C' by 'add to Cov(C)' at line 11363.",reported_to_cjk1_2026-08-22
SITES-110,p01,sites.tex,sites.tex:10280-10290,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"Two arrows are called 'two morphism'.","The numeral requires the plural noun.","Replace 'morphism' by 'morphisms' at line 10285.",reported_to_cjk1_2026-08-22
SITES-111,p01,sites.tex,sites.tex:10322-10329,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The plural subject 'adjoint functors pushforward and pullback' takes singular 'agrees'.","Both functors are compared with their underlying-set counterparts.","Replace 'agrees' by 'agree' at line 10326.",reported_to_cjk1_2026-08-22
SITES-112,p01,sites.tex,sites.tex:10322-10329,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"A comma separates the subject 'extending ... to all opens of a space' from its verb 'works'.","No parenthetical clause justifies the comma.","Delete the comma after 'space' at line 10329.",reported_to_cjk1_2026-08-22
SITES-113,p01,sites.tex,sites.tex:10383-10388,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The sentence reads 'trying the define the pullback'.","The infinitive marker is mistyped.","Replace 'the' by 'to' at line 10384.",reported_to_cjk1_2026-08-22
SITES-114,p01,sites.tex,sites.tex:10473-10481,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The morphism is described as 'from Sh(D) -> Sh(C)'.","The prose preposition and arrow duplicate the direction syntax.","Use 'a morphism of topoi Sh(D) -> Sh(C)' (or 'from Sh(D) to Sh(C)') at lines 10478-10479.",reported_to_cjk1_2026-08-22
SITES-115,p01,sites.tex,sites.tex:10603-10610,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"The plural head 'global sections ... is the set' has singular agreement.","The definition identifies the set of global sections with the displayed Hom set.","Use 'The set of global sections ... is' at lines 10605-10606.",reported_to_cjk1_2026-08-22
SITES-116,p01,sites.tex,sites.tex:11830-11841,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"After fixing a topology J on C, the exact stalk functor is written with domain Sh(C) rather than Sh(C,J).","This section simultaneously discusses varying topologies and uses the explicit notation Sh(C,J) and Sh(C,J') at lines 11751-11756; omitting J makes the domain ambiguous here.","Clarify the domain as Sh(C,J) at line 11839, unless a local convention making J implicit is intended.",reported_to_cjk1_2026-08-22
SITES-117,p01,sites.tex,sites.tex:11342-11351,07AE4690C2D8EB6873837D3D14A37F07408BB14F9E0BE6077ED570C220B1845D,"Cov_1(C) and Cov_2(C) are called 'two coverings'.","Lines 11224-11230 define each Cov(C) as a set/class of covering families, and lines 11346-11351 treat them as topology-defining systems rather than individual coverings.","Replace 'two coverings' by 'two sets of coverings' (or 'two coverages') at line 11345.",reported_to_cjk1_2026-08-22
